-BEGIN HEADER-,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,,
Location: Latitude  51.4919   Longitude 10.8757 ,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 357.57 meters,,,,,,,,
Value for missing model data cannot be computed or out of model availability range: -999 ,,,,,,,,
Parameter(s): ,,,,,,,,
PS        MERRA-2 Surface Pressure (kPa) ,,,,,,,,
T2M       MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) ,,,,,,,,
WSC       MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) ,,,,,,,,
Message(s): ,,,,,,,,
Corrected Wind Speed has a custom surface implemented: Airport: flat rough grass (airportgrass) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,HR,PS,T2M,WS10M,WS50M,WSC
2021,6,29,22,96.92,13.62,2.61,5.88,4.24
2021,6,29,23,96.92,12.78,2.76,6.19,4.46
2021,6,30,0,96.93,11.81,3.08,6.94,4.89
2021,6,30,1,96.95,10.99,3.11,6.81,4.94
2021,6,30,2,96.96,10.12,2.99,6.53,4.79
2021,6,30,3,96.94,9.46,2.83,6.09,4.58
2021,6,30,4,96.93,9.65,2.88,6.09,4.65
2021,6,30,5,96.92,11.55,4.34,6.55,6.94
2021,6,30,6,96.92,13.37,5.84,8.33,9.02
2021,6,30,7,96.91,14.88,7.14,9.79,10.75
2021,6,30,8,96.9,16.05,7.73,10.47,11.52
2021,6,30,9,96.87,17.3,8.07,10.88,11.96
2021,6,30,10,96.85,18.7,8.23,11.03,12.18
2021,6,30,11,96.83,19.77,8.19,10.94,12.14
2021,6,30,12,96.8,20.63,7.96,10.6,11.84
2021,6,30,13,96.77,21.37,7.68,10.25,11.49
2021,6,30,14,96.76,21.74,7.49,10.02,11.24
2021,6,30,15,96.75,21.64,7.24,9.75,10.9
2021,6,30,16,96.74,21.22,6.9,9.44,10.45
2021,6,30,17,96.73,20.55,6.3,8.9,9.62
2021,6,30,18,96.72,19.64,5.24,7.98,8.13
2021,6,30,19,96.72,18.34,3.84,7.13,6.07
2021,6,30,20,96.75,16.74,3.08,6.71,4.92
2021,6,30,21,96.78,15.96,3.29,7.04,5.2
2021,6,30,22,96.79,15.58,3.66,7.46,5.74
2021,6,30,23,96.79,14.96,3.81,7.54,5.96
2021,7,1,0,96.77,14.58,4.21,7.73,6.56
2021,7,1,1,96.75,14.25,4.35,7.75,6.79
2021,7,1,2,96.72,14.01,4.41,7.67,6.89
2021,7,1,3,96.71,13.63,4.03,6.91,6.39
2021,7,1,4,96.72,13.4,3.97,6.33,6.38
2021,7,1,5,96.72,14.19,4.31,5.56,7.06
2021,7,1,6,96.73,16.08,5.05,6.83,8.02
2021,7,1,7,96.73,18.05,5.91,7.85,9.2
2021,7,1,8,96.72,19.03,6.12,8.1,9.48
2021,7,1,9,96.69,19.67,6.43,8.57,9.87
2021,7,1,10,96.66,20.87,6.83,9.11,10.39
2021,7,1,11,96.62,22.4,7.26,9.72,10.95
2021,7,1,12,96.59,23.21,7.55,10.21,11.3
2021,7,1,13,96.57,23.82,7.56,10.28,11.3
2021,7,1,14,96.55,24.07,7.38,10.09,11.06
2021,7,1,15,96.54,23.93,6.91,9.55,10.45
2021,7,1,16,96.52,23.59,6.33,8.86,9.67
2021,7,1,17,96.52,22.93,5.37,7.79,8.37
2021,7,1,18,96.53,21.92,3.92,6.15,6.32
2021,7,1,19,96.55,20.4,2.8,5.78,4.56
2021,7,1,20,96.6,18.74,2.48,5.66,4.06
2021,7,1,21,96.64,17.9,2.56,5.6,4.19
2021,7,1,22,96.69,17.3,2.75,5.71,4.48
2021,7,1,23,96.74,16.69,2.61,5.31,4.3
2021,7,2,0,96.77,16.01,2.37,5.12,3.93
2021,7,2,1,96.79,15.12,2.16,4.79,3.62
2021,7,2,2,96.81,14.34,2.03,4.45,3.44
2021,7,2,3,96.82,13.63,2.02,4.21,3.45
2021,7,2,4,96.83,13.51,2.06,4.21,3.53
2021,7,2,5,96.86,14.81,2.83,3.92,4.89
2021,7,2,6,96.88,16.15,3.49,4.79,5.85
2021,7,2,7,96.89,17.54,4.31,5.75,7.02
2021,7,2,8,96.9,18.91,4.94,6.52,7.91
2021,7,2,9,96.91,20.15,5.53,7.26,8.7
2021,7,2,10,96.91,21.11,5.69,7.43,8.93
2021,7,2,11,96.9,21.87,5.55,7.23,8.74
2021,7,2,12,96.9,22.26,5.27,6.86,8.37
2021,7,2,13,96.9,22.46,4.92,6.41,7.9
2021,7,2,14,96.9,22.4,4.61,6.01,7.47
2021,7,2,15,96.9,22.11,4.23,5.54,6.94
2021,7,2,16,96.9,21.58,3.85,5.08,6.4
2021,7,2,17,96.92,20.54,3.41,4.63,5.75
2021,7,2,18,96.94,19.28,2.71,3.97,4.68
2021,7,2,19,96.96,17.82,2.01,3.55,3.53
2021,7,2,20,96.99,16.44,2.16,3.68,3.77
2021,7,2,21,97.02,15.49,2.79,4.02,4.8
2021,7,2,22,97.08,14.97,3.1,4.58,5.23
2021,7,2,23,97.14,14.51,2.98,4.77,5.01
2021,7,3,0,97.19,13.63,2.41,4.72,4.04
2021,7,3,1,97.22,12.75,2.45,5.04,4.07
2021,7,3,2,97.25,12.12,2.69,5.47,4.42
2021,7,3,3,97.28,11.6,2.87,5.66,4.69
2021,7,3,4,97.31,11.4,2.89,5.31,4.77
2021,7,3,5,97.34,12.28,3.48,4.75,5.84
2021,7,3,6,97.39,13.58,3.91,5.37,6.45
2021,7,3,7,97.42,15.08,4.61,6.11,7.45
2021,7,3,8,97.45,16.45,4.75,6.1,7.68
2021,7,3,9,97.46,17.75,4.68,5.91,7.6
2021,7,3,10,97.46,18.76,4.56,5.73,7.44
2021,7,3,11,97.45,19.66,4.61,5.82,7.51
2021,7,3,12,97.44,20.79,4.74,5.99,7.68
2021,7,3,13,97.43,21.52,4.76,6.04,7.71
2021,7,3,14,97.43,21.76,4.75,6.05,7.69
2021,7,3,15,97.44,21.73,4.66,5.98,7.56
2021,7,3,16,97.44,21.45,4.58,5.93,7.43
2021,7,3,17,97.44,20.87,4.41,5.87,7.16
2021,7,3,18,97.46,19.99,3.91,5.55,6.41
2021,7,3,19,97.5,18.4,2.58,4.88,4.31
2021,7,3,20,97.55,16.15,2.08,4.64,3.5
2021,7,3,21,97.56,15.15,2.07,4.65,3.48
2021,7,3,22,97.55,14.96,2.13,4.7,3.58
2021,7,3,23,97.54,14.69,2.3,4.88,3.84
2021,7,4,0,97.54,14.37,2.41,5.27,3.98
2021,7,4,1,97.53,13.77,2.5,5.48,4.11
2021,7,4,2,97.52,13.08,2.54,5.52,4.17
2021,7,4,3,97.5,12.65,2.59,5.63,4.24
2021,7,4,4,97.5,12.62,2.7,5.64,4.41
2021,7,4,5,97.5,14.05,3.55,4.89,5.93
2021,7,4,6,97.51,15.73,4.3,6.07,6.96
2021,7,4,7,97.52,17.32,5.75,7.89,8.94
2021,7,4,8,97.51,18.15,6.07,8.2,9.39
2021,7,4,9,97.47,19.01,6.31,8.46,9.71
2021,7,4,10,97.44,20.3,6.64,8.87,10.15
2021,7,4,11,97.38,21.81,7.02,9.33,10.64
2021,7,4,12,97.34,22.94,7.37,9.81,11.09
2021,7,4,13,97.31,23.55,7.63,10.22,11.41
2021,7,4,14,97.3,23.7,7.67,10.42,11.44
2021,7,4,15,97.28,23.4,7.39,10.22,11.06
2021,7,4,16,97.26,22.39,6.56,9.58,9.92
2021,7,4,17,97.24,22.23,6.3,9.29,9.56
2021,7,4,18,97.24,21.55,5.78,8.81,8.84
2021,7,4,19,97.24,20.13,4.24,7.6,6.63
2021,7,4,20,97.24,18.87,3.56,7.25,5.6
2021,7,4,21,97.23,18.08,3.32,6.77,5.28
2021,7,4,22,97.24,17.59,3.75,6.97,5.94
2021,7,4,23,97.25,17.2,4.1,6.99,6.49
2021,7,5,0,97.23,16.92,4.21,7.02,6.67
2021,7,5,1,97.2,16.65,4.38,7.18,6.91
2021,7,5,2,97.17,16.35,4.53,7.27,7.13
2021,7,5,3,97.14,15.84,4.61,7.44,7.24
2021,7,5,4,97.12,15.66,4.85,7.36,7.62
2021,7,5,5,97.11,16.4,5.22,6.96,8.27
2021,7,5,6,97.08,17.92,6.86,9.54,10.38
2021,7,5,7,97.05,19.48,8.13,11.28,11.99
2021,7,5,8,97.03,21.25,9.02,12.37,13.11
2021,7,5,9,97,22.87,9.22,12.51,13.39
2021,7,5,10,96.98,24.14,9.14,12.3,13.31
2021,7,5,11,96.97,24.98,8.97,12.07,13.1
2021,7,5,12,96.96,25.31,8.88,12,12.97
2021,7,5,13,96.95,25.65,8.88,12.06,12.96
2021,7,5,14,96.93,25.88,8.87,12.16,12.92
2021,7,5,15,96.91,25.91,8.73,12.15,12.73
2021,7,5,16,96.88,25.51,8.33,11.69,12.21
2021,7,5,17,96.86,24.65,7.59,10.88,11.26
2021,7,5,18,96.85,23.39,6.6,9.72,9.95
2021,7,5,19,96.86,21.73,5.36,8.44,8.26
2021,7,5,20,96.89,20.08,4.55,7.68,7.11
2021,7,5,21,96.9,18.96,4.39,7.51,6.87
2021,7,5,22,96.9,18.13,4.29,7.45,6.73
2021,7,5,23,96.89,17.18,3.99,7.17,6.3
2021,7,6,0,96.89,16.23,4.21,7.46,6.61
2021,7,6,1,96.91,14.98,4.62,7.98,7.18
2021,7,6,2,96.93,13.58,5.15,8.65,7.9
2021,7,6,3,96.94,12.36,5.09,8.46,7.83
2021,7,6,4,96.96,11.68,4.9,7.83,7.64
2021,7,6,5,96.98,12.2,5.12,7.16,8.09
2021,7,6,6,96.99,13.37,5.87,8.15,9.09
2021,7,6,7,97.01,14.72,6.71,9.05,10.22
2021,7,6,8,97.02,15.76,7.03,9.27,10.67
2021,7,6,9,97.03,16.76,7.28,9.53,11
2021,7,6,10,97.04,17.56,7.62,9.95,11.45
2021,7,6,11,97.06,18.12,8.03,10.5,11.97
2021,7,6,12,97.09,18.19,8.3,10.89,12.31
2021,7,6,13,97.11,17.9,8.4,11.1,12.41
2021,7,6,14,97.16,17.46,8.43,11.18,12.44
2021,7,6,15,97.22,16.61,8.18,10.98,12.1
2021,7,6,16,97.27,15.98,7.88,10.69,11.71
2021,7,6,17,97.33,15.35,7.44,10.19,11.13
2021,7,6,18,97.39,14.62,6.76,9.41,10.23
2021,7,6,19,97.46,13.69,5.71,8.22,8.82
2021,7,6,20,97.52,12.34,4.62,7.47,7.25
2021,7,6,21,97.57,11.22,4.33,7.36,6.81
2021,7,6,22,97.61,10.64,4.36,7.35,6.85
2021,7,6,23,97.64,10.21,4.23,7.19,6.67
2021,7,7,0,97.68,9.76,3.9,6.88,6.19
2021,7,7,1,97.71,9.3,3.41,6.31,5.48
2021,7,7,2,97.75,8.95,3.13,6.02,5.08
2021,7,7,3,97.77,8.56,2.77,5.62,4.54
2021,7,7,4,97.79,8.62,2.75,5.07,4.57
2021,7,7,5,97.8,9.62,3.25,4.29,5.53
2021,7,7,6,97.81,11.03,3.83,5.07,6.37
2021,7,7,7,97.79,12.38,4.08,5.25,6.75
2021,7,7,8,97.76,13.9,4.07,5.14,6.74
2021,7,7,9,97.72,15.51,4.14,5.2,6.85
2021,7,7,10,97.69,17.08,4.38,5.52,7.19
2021,7,7,11,97.68,18.16,4.72,5.95,7.66
2021,7,7,12,97.67,18.8,4.84,6.15,7.82
2021,7,7,13,97.64,19.23,4.86,6.21,7.83
2021,7,7,14,97.6,19.32,4.97,6.43,7.97
2021,7,7,15,97.57,19.19,5.1,6.68,8.14
2021,7,7,16,97.55,18.8,5.21,6.88,8.28
2021,7,7,17,97.51,17.48,4.86,6.69,7.74
2021,7,7,18,97.49,15.94,3.92,5.81,6.38
2021,7,7,19,97.48,14.68,3.3,5.32,5.44
2021,7,7,20,97.5,13.84,3.02,5.18,5
2021,7,7,21,97.5,13.15,2.58,4.51,4.37
2021,7,7,22,97.5,12.38,1.9,4.03,3.27
2021,7,7,23,97.51,11.62,1.73,3.82,3
2021,7,8,0,97.5,11.27,1.47,3.17,2.62
2021,7,8,1,97.47,11.03,1.1,2.34,2.06
2021,7,8,2,97.43,11.05,0.62,1.41,1.26
2021,7,8,3,97.39,10.98,0.63,1.34,1.28
2021,7,8,4,97.36,10.84,0.97,2.06,1.84
2021,7,8,5,97.33,10.98,1.64,2.48,3.04
2021,7,8,6,97.31,11.41,1.94,2.55,3.58
2021,7,8,7,97.31,12.05,2.25,2.96,4.06
2021,7,8,8,97.3,12.91,2.8,3.72,4.87
2021,7,8,9,97.29,13.75,3.29,4.26,5.61
2021,7,8,10,97.29,14.58,3.63,4.62,6.11
2021,7,8,11,97.3,15.52,3.9,4.95,6.51
2021,7,8,12,97.32,16.52,4.17,5.27,6.9
2021,7,8,13,97.33,17.3,4.36,5.53,7.15
2021,7,8,14,97.34,17.76,4.44,5.62,7.26
2021,7,8,15,97.36,17.74,4.47,5.68,7.3
2021,7,8,16,97.37,17.27,4.17,5.32,6.87
2021,7,8,17,97.38,16.56,3.7,4.77,6.21
2021,7,8,18,97.4,15.43,2.91,3.93,5.02
2021,7,8,19,97.44,14.44,1.82,2.99,3.27
2021,7,8,20,97.48,13.58,1.14,2.47,2.1
2021,7,8,21,97.5,12.83,1.18,2.68,2.16
2021,7,8,22,97.5,12.13,1.38,3.09,2.46
2021,7,8,23,97.5,12.13,1.44,3.37,2.54
2021,7,9,0,97.49,12.03,1.52,3.41,2.68
2021,7,9,1,97.46,11.86,1.59,3.48,2.8
2021,7,9,2,97.42,11.73,1.69,3.6,2.97
2021,7,9,3,97.37,11.71,1.8,3.69,3.14
2021,7,9,4,97.33,11.78,2.12,3.94,3.66
2021,7,9,5,97.3,12.31,2.81,3.95,4.84
2021,7,9,6,97.28,13.01,3.1,4.01,5.33
2021,7,9,7,97.27,14.12,3.62,4.69,6.09
2021,7,9,8,97.25,15.79,4.85,6.54,7.76
2021,7,9,9,97.21,17.55,5.91,7.95,9.18
2021,7,9,10,97.17,19.26,6.61,8.88,10.1
2021,7,9,11,97.14,20.84,7.32,9.82,11.02
2021,7,9,12,97.12,20.88,7.7,10.42,11.49
2021,7,9,13,97.12,20.99,7.78,10.63,11.57
2021,7,9,14,97.1,21.76,7.79,10.66,11.59
2021,7,9,15,97.06,22.4,7.6,10.4,11.35
2021,7,9,16,97.03,22.06,6.99,9.68,10.55
2021,7,9,17,97.02,21.09,5.67,8.08,8.79
2021,7,9,18,97.02,20.12,4.37,6.54,6.98
2021,7,9,19,97.05,18.59,3.29,5.83,5.35
2021,7,9,20,97.09,16.93,2.48,5.03,4.12
2021,7,9,21,97.11,16.02,1.9,4.03,3.28
2021,7,9,22,97.1,15.43,1.27,2.63,2.33
2021,7,9,23,97.07,15.34,0.66,1.27,1.35
2021,7,10,0,97.03,15.01,0.99,1.9,1.91
2021,7,10,1,96.97,14.87,1.65,3.73,2.88
2021,7,10,2,96.91,15,2.12,4.68,3.56
2021,7,10,3,96.83,15.01,2.33,5.1,3.87
2021,7,10,4,96.77,15.08,2.35,5.19,3.89
2021,7,10,5,96.72,15.79,2.67,4.94,4.46
2021,7,10,6,96.67,16.58,3.25,4.86,5.44
2021,7,10,7,96.64,18.07,3.74,5.08,6.22
2021,7,10,8,96.62,21,5.36,7.31,8.43
2021,7,10,9,96.59,23,6.65,8.98,10.15
2021,7,10,10,96.62,23.14,7.76,10.46,11.57
2021,7,10,11,96.67,22.11,8.16,11.09,12.06
2021,7,10,12,96.76,20.97,8.22,11.25,12.13
2021,7,10,13,96.84,20.13,8.02,11.03,11.87
2021,7,10,14,96.9,19.6,7.74,10.66,11.51
2021,7,10,15,96.97,18.8,7.29,10.03,10.94
2021,7,10,16,97.05,17.58,7.11,9.63,10.73
2021,7,10,17,97.18,15.71,7.15,9.58,10.8
2021,7,10,18,97.31,13.86,6.38,8.56,9.8
2021,7,10,19,97.41,12.89,4.96,6.85,7.89
2021,7,10,20,97.5,12.09,3.28,5.32,5.41
2021,7,10,21,97.57,11.03,2.17,4.42,3.67
2021,7,10,22,97.64,9.91,1.91,3.93,3.3
2021,7,10,23,97.7,9.19,1.84,3.62,3.21
2021,7,11,0,97.74,8.59,1.76,3.47,3.09
2021,7,11,1,97.78,7.95,1.78,3.5,3.12
2021,7,11,2,97.79,7.44,1.88,3.73,3.27
2021,7,11,3,97.8,6.97,2.01,4.09,3.44
2021,7,11,4,97.82,7.03,2.02,4.2,3.45
2021,7,11,5,97.87,9.23,2.5,3.41,4.41
2021,7,11,6,97.92,11.31,2.82,3.65,4.92
2021,7,11,7,97.96,13.25,3.08,3.83,5.33
2021,7,11,8,97.99,14.73,3.07,3.74,5.35
2021,7,11,9,98.01,16.07,2.97,3.56,5.21
2021,7,11,10,98.03,17.33,2.89,3.45,5.09
2021,7,11,11,98.05,18.3,2.95,3.52,5.18
2021,7,11,12,98.07,19.03,3.18,3.81,5.52
2021,7,11,13,98.07,19.44,3.53,4.24,6.02
2021,7,11,14,98.09,19.39,3.79,4.58,6.4
2021,7,11,15,98.11,19.01,3.96,4.8,6.63
2021,7,11,16,98.13,18.38,4,4.9,6.68
2021,7,11,17,98.15,17.57,3.9,4.87,6.52
2021,7,11,18,98.17,16.51,3.59,4.75,6.03
2021,7,11,19,98.21,14.93,2.45,4.42,4.16
2021,7,11,20,98.25,12.28,2,4.41,3.4
2021,7,11,21,98.3,11.23,2.02,4.26,3.44
2021,7,11,22,98.32,10.53,1.96,3.98,3.37
2021,7,11,23,98.34,9.9,1.9,3.74,3.31
2021,7,12,0,98.34,9.33,1.87,3.59,3.27
2021,7,12,1,98.35,8.78,1.84,3.53,3.23
2021,7,12,2,98.36,8.3,1.86,3.37,3.29
2021,7,12,3,98.39,7.94,1.82,3.05,3.26
2021,7,12,4,98.4,7.94,1.61,2.64,2.95
2021,7,12,5,98.44,9.8,1.4,2,2.68
2021,7,12,6,98.47,12.17,1.3,1.64,2.55
2021,7,12,7,98.49,14.71,1.74,2.16,3.29
2021,7,12,8,98.5,16.3,2.09,2.54,3.86
2021,7,12,9,98.51,17.49,2.42,2.91,4.38
2021,7,12,10,98.5,18.61,2.73,3.25,4.84
2021,7,12,11,98.49,19.37,2.96,3.51,5.19
2021,7,12,12,98.47,20.15,3.17,3.73,5.51
2021,7,12,13,98.46,20.62,3.36,3.94,5.8
2021,7,12,14,98.44,20.79,3.52,4.13,6.03
2021,7,12,15,98.43,20.69,3.58,4.2,6.11
2021,7,12,16,98.41,20.34,3.53,4.16,6.04
2021,7,12,17,98.39,19.72,3.4,4.12,5.82
2021,7,12,18,98.39,18.64,3.13,4.16,5.35
2021,7,12,19,98.4,16.47,2.18,4.52,3.69
2021,7,12,20,98.43,13.46,2.31,5.07,3.84
2021,7,12,21,98.45,12.37,2.34,5.07,3.89
2021,7,12,22,98.47,11.56,2.27,4.74,3.82
2021,7,12,23,98.48,10.81,2.33,4.34,3.96
2021,7,13,0,98.46,10.19,2.25,4.03,3.87
2021,7,13,1,98.43,9.66,2.18,3.8,3.78
2021,7,13,2,98.41,9.16,2.13,3.65,3.73
2021,7,13,3,98.38,8.62,2.14,3.66,3.73
2021,7,13,4,98.36,8.68,2.03,3.76,3.53
2021,7,13,5,98.35,10.96,1.98,3.41,3.49
2021,7,13,6,98.34,12.98,1.99,2.47,3.69
2021,7,13,7,98.34,15.96,1.95,2.32,3.64
2021,7,13,8,98.33,18.05,1.11,1.26,2.28
2021,7,13,9,98.29,19.62,0.77,0.94,1.64
2021,7,13,10,98.23,21.02,0.68,0.89,1.47
2021,7,13,11,98.16,22.19,0.65,0.88,1.41
2021,7,13,12,98.08,23.12,0.65,0.88,1.41
2021,7,13,13,98.01,23.79,0.66,0.88,1.44
2021,7,13,14,97.94,24.14,0.69,0.88,1.49
2021,7,13,15,97.87,24.2,0.68,0.85,1.48
2021,7,13,16,97.82,23.97,0.64,0.78,1.42
2021,7,13,17,97.77,23.49,0.62,0.73,1.38
2021,7,13,18,97.74,22.65,0.58,0.75,1.29
2021,7,13,19,97.72,20.94,0.76,1.24,1.55
2021,7,13,20,97.71,18.98,1.3,2.13,2.47
2021,7,13,21,97.7,17.74,1.59,2.8,2.88
2021,7,13,22,97.68,16.6,1.64,3.06,2.95
2021,7,13,23,97.65,15.34,1.8,3.13,3.22
2021,7,14,0,97.61,14.4,2.06,3.45,3.63
2021,7,14,1,97.57,13.2,2.35,3.98,4.06
2021,7,14,2,97.53,12.35,2.43,4.59,4.1
2021,7,14,3,97.5,11.8,2.53,5.11,4.21
2021,7,14,4,97.49,11.84,2.56,5.52,4.2
2021,7,14,5,97.47,14.08,2.7,5.01,4.5
2021,7,14,6,97.46,16,2.93,3.63,5.12
2021,7,14,7,97.44,18.72,2.79,3.63,4.87
2021,7,14,8,97.42,21.91,3.24,4.15,5.55
2021,7,14,9,97.37,23.4,3.28,4.13,5.62
2021,7,14,10,97.33,24.4,3.37,4.23,5.75
2021,7,14,11,97.27,24.92,3.45,4.32,5.86
2021,7,14,12,97.22,25.57,3.48,4.35,5.92
2021,7,14,13,97.17,25.8,3.41,4.24,5.82
2021,7,14,14,97.13,25.27,3.22,4.05,5.54
2021,7,14,15,97.11,24.18,2.97,3.81,5.16
2021,7,14,16,97.08,23.15,2.92,3.78,5.06
2021,7,14,17,97.07,21.93,3.05,4.12,5.23
2021,7,14,18,97.09,20.26,3.36,4.75,5.64
2021,7,14,19,97.11,17.93,3.61,5.41,5.95
2021,7,14,20,97.15,15.76,3.88,5.49,6.37
2021,7,14,21,97.17,14.5,3.86,5.15,6.4
2021,7,14,22,97.16,13.89,3.35,4.42,5.68
2021,7,14,23,97.15,13.57,2.74,3.67,4.78
2021,7,15,0,97.13,13.35,2.24,3.05,4.01
2021,7,15,1,97.09,13.17,1.73,2.45,3.22
2021,7,15,2,97.06,13.04,1.33,1.98,2.54
2021,7,15,3,97.05,12.94,1.08,1.72,2.11
2021,7,15,4,97.06,12.86,0.9,1.48,1.79
2021,7,15,5,97.07,12.95,1.01,1.46,2.02
2021,7,15,6,97.08,13.07,1.36,1.84,2.64
2021,7,15,7,97.09,13.34,1.57,2.04,2.99
2021,7,15,8,97.09,14,1.66,2.13,3.14
2021,7,15,9,97.09,15.12,1.8,2.28,3.38
2021,7,15,10,97.09,16.77,2.03,2.56,3.73
2021,7,15,11,97.07,17.87,2.4,2.99,4.31
2021,7,15,12,97.07,18.68,2.8,3.46,4.93
2021,7,15,13,97.06,19.14,3.26,4,5.61
2021,7,15,14,97.08,18.99,3.65,4.49,6.18
2021,7,15,15,97.11,18.33,3.91,4.92,6.53
2021,7,15,16,97.13,17.77,3.98,5.15,6.6
2021,7,15,17,97.14,17.39,3.67,4.92,6.13
2021,7,15,18,97.17,16.9,3.14,4.48,5.31
2021,7,15,19,97.21,15.7,2.01,4.17,3.44
2021,7,15,20,97.27,14.16,1.91,4.39,3.24
2021,7,15,21,97.32,13.38,1.94,4.4,3.3
2021,7,15,22,97.34,12.71,1.93,4.26,3.3
2021,7,15,23,97.35,12.17,1.94,4.12,3.33
2021,7,16,0,97.37,11.54,1.89,3.91,3.27
2021,7,16,1,97.35,10.84,1.83,3.67,3.2
2021,7,16,2,97.35,10.39,1.82,3.61,3.18
2021,7,16,3,97.34,10.11,1.78,3.52,3.13
2021,7,16,4,97.35,10.12,1.7,3.36,3
2021,7,16,5,97.38,11.47,1.86,2.71,3.39
2021,7,16,6,97.4,12.55,1.72,2.19,3.25
2021,7,16,7,97.41,13.92,2.03,2.68,3.71
2021,7,16,8,97.43,15.19,2.17,2.74,3.96
2021,7,16,9,97.43,16.24,1.97,2.43,3.65
2021,7,16,10,97.43,17.17,1.9,2.33,3.55
2021,7,16,11,97.42,18.04,2.05,2.48,3.79
2021,7,16,12,97.41,18.37,2.31,2.77,4.2
2021,7,16,13,97.41,18.62,2.59,3.1,4.63
2021,7,16,14,97.42,18.46,2.76,3.34,4.89
2021,7,16,15,97.43,18.17,2.78,3.4,4.9
2021,7,16,16,97.44,17.48,2.69,3.38,4.76
2021,7,16,17,97.45,16.98,2.68,3.46,4.72
2021,7,16,18,97.47,16.3,2.51,3.43,4.43
2021,7,16,19,97.5,15.18,1.82,3.26,3.24
2021,7,16,20,97.54,13.91,1.62,3.41,2.86
2021,7,16,21,97.57,13.3,1.56,3.44,2.75
2021,7,16,22,97.6,12.82,1.52,3.33,2.69
2021,7,16,23,97.63,12.33,1.54,3.18,2.74
2021,7,17,0,97.64,11.86,1.66,3.12,2.97
2021,7,17,1,97.64,11.4,1.72,3.17,3.08
2021,7,17,2,97.66,10.98,1.71,3.28,3.04
2021,7,17,3,97.66,10.55,1.69,3.27,3
2021,7,17,4,97.68,10.28,1.64,3.2,2.93
2021,7,17,5,97.71,11.74,1.76,2.84,3.19
2021,7,17,6,97.75,13.32,1.77,2.21,3.32
2021,7,17,7,97.79,15.8,2.05,2.66,3.75
2021,7,17,8,97.81,17.77,2.4,3.02,4.31
2021,7,17,9,97.81,18.98,2.56,3.15,4.57
2021,7,17,10,97.79,19.85,2.64,3.24,4.7
2021,7,17,11,97.77,20.58,2.63,3.21,4.68
2021,7,17,12,97.76,21.38,2.65,3.22,4.71
2021,7,17,13,97.74,22.23,2.83,3.42,4.99
2021,7,17,14,97.73,22.47,3.02,3.67,5.27
2021,7,17,15,97.73,22.08,3.21,3.93,5.54
2021,7,17,16,97.73,21.47,3.28,4.11,5.63
2021,7,17,17,97.75,20.86,3.26,4.2,5.57
2021,7,17,18,97.77,19.79,2.88,4.12,4.93
2021,7,17,19,97.81,17.87,1.78,3.81,3.09
2021,7,17,20,97.84,15.74,1.95,3.69,3.4
2021,7,17,21,97.87,14.95,1.92,3.28,3.4
2021,7,17,22,97.88,14.5,1.81,2.93,3.27
2021,7,17,23,97.9,14.12,1.72,2.71,3.14
2021,7,18,0,97.9,13.72,1.64,2.51,3.03
2021,7,18,1,97.88,13.32,1.56,2.34,2.91
2021,7,18,2,97.87,12.94,1.49,2.22,2.8
2021,7,18,3,97.86,12.55,1.42,2.1,2.7
2021,7,18,4,97.86,12.26,1.31,1.92,2.52
2021,7,18,5,97.86,13.58,1.07,1.62,2.11
2021,7,18,6,97.86,15.73,0.98,1.29,2
2021,7,18,7,97.85,18.76,1.69,2.1,3.2
2021,7,18,8,97.85,20.32,1.81,2.15,3.43
2021,7,18,9,97.83,21.59,1.87,2.19,3.52
2021,7,18,10,97.81,22.63,1.87,2.19,3.53
2021,7,18,11,97.78,23.46,1.79,2.06,3.4
2021,7,18,12,97.75,24.23,1.62,1.85,3.13
2021,7,18,13,97.71,24.81,1.46,1.63,2.87
2021,7,18,14,97.67,25.32,1.26,1.41,2.55
2021,7,18,15,97.63,25.4,1.11,1.26,2.28
2021,7,18,16,97.61,25.16,1.04,1.16,2.15
2021,7,18,17,97.59,24.53,0.97,1.11,2.04
2021,7,18,18,97.59,23.65,0.99,1.3,2.02
2021,7,18,19,97.6,21.53,1.21,1.93,2.32
2021,7,18,20,97.64,19.57,1.7,2.68,3.1
2021,7,18,21,97.67,18.44,1.92,3.21,3.41
2021,7,18,22,97.69,17.71,1.9,3.44,3.35
2021,7,18,23,97.68,17.15,1.72,3.32,3.05
2021,7,19,0,97.67,16.69,1.65,3.1,2.95
2021,7,19,1,97.65,16.28,1.62,2.91,2.93
2021,7,19,2,97.63,15.87,1.62,2.78,2.94
2021,7,19,3,97.61,15.46,1.61,2.74,2.94
2021,7,19,4,97.59,15.15,1.6,2.84,2.9
2021,7,19,5,97.58,16.29,1.44,2.98,2.59
2021,7,19,6,97.57,17.87,1.91,2.4,3.55
